time,flux,flux_err
-0.10393527827932303,0.9977183263565436,0.000105264128075
-0.10254638939022698,0.9977420071551218,0.0001052817035643
-0.1011575005013583,0.9978821878291266,0.0001052983245868
-0.09976861161248962,0.9981757587548508,0.0001053149431936
-0.09837972272362094,0.998330879701694,0.0001053315732123
-0.09699083383475227,0.9983259135526004,0.0001053481147751
-0.09560194494588359,0.9986397663569466,0.0001053639224927
-0.09421305605678754,0.9985871829287774,0.0001053796856004
-0.09282416716814623,0.9988052906801772,0.0001053951175124
-0.09143527827927755,0.9989096861572668,0.0001054098131504
-0.09004638939040888,0.9991599691032256,0.0001054240248349
-0.08865750050176757,0.9991989890790496,0.0001054380131225
-0.08726861161244415,0.9994616220481164,0.0001054516172505
-0.08587972272357547,0.999513124527463,0.0001054647419984
-0.08449083383470679,0.9995754394107228,0.0001054774246797
-0.08310194494583811,0.9996869047634328,0.0001054893920141
-0.08171305605696944,0.9998780739165384,0.0001055008776388
-0.08032416716810076,0.9998411389195322,0.0001055119056827
-0.07893527827923208,0.9998056761082708,0.000105522337957
-0.0775463893903634,1.0000263256570778,0.000105531759573
-0.07615750050149472,1.0002214753078833,0.0001055406121447
-0.07476861161262605,1.0002865669528898,0.0001055488630205
-0.07337972272375737,1.0002930106619037,0.0001055567271757
-0.07199083383488869,1.000482807178809,0.0001055636485819
-0.07060194494556526,1.00050894710712,0.0001055700795721
-0.06921305605692396,1.0003755912436607,0.0001055752673961
-0.06782416716805528,1.000463734750766,0.0001055800468613
-0.0664352782791866,1.0006013383265562,0.0001055835806661
-0.0650463893905453,1.0004876829690517,0.000105586339757
-0.06365750050144925,1.0005787350680868,0.0001055885658955
-0.06226861161258057,1.0006227399846075,0.0001055898885012
-0.06087972272371189,1.0006034921699096,0.0001055904196027
-0.059490833834843215,1.000404506001489,0.0001055903909585
-0.05810194494597454,1.0005767380283197,0.0001055888786659
-0.05671305605710586,1.0005510856582558,0.00010558723423
-0.05532416716800981,1.0004907787821955,0.0001055837555745
-0.053935278279368504,1.0003720959908595,0.0001055794204602
-0.05254638939027245,1.0004663323385496,0.0001055736922669
-0.0511575005011764,1.0005355565664056,0.0001055670286812
-0.049768611612535096,1.000337306414197,0.0001055592418817
-0.04837972272366642,1.000320623770251,0.0001055505550067
-0.04699083383479774,1.0003132615948636,0.0001055403859812
-0.045601944946156436,0.9998922925689584,0.0001055289785066
-0.044213056057060385,1.000035129765373,0.0001055293978439
-0.04282416716796433,1.0001293506008464,0.0001055296995008
-0.04143527827932303,1.000034749658086,0.0001055292999847
-0.04004638939022698,0.9998027768317046,0.0001055297024811
-0.0386575005013583,1.00000754150235,0.0001055297847566
-0.03726861161248962,1.0001646562756603,0.0001055299032611
-0.035879722723620944,0.999898594954278,0.0001055302117052
-0.034490833834752266,0.9999699781912852,0.0001055302643551
-0.03310194494588359,1.0000302251524211,0.0001055305072859
-0.031713056056787536,0.9998123796991,0.0001055306803172
-0.030324167168146232,0.999921076874761,0.0001055310698733
-0.028935278279277554,1.0000768439238583,0.0001055312337935
-0.027546389390408876,1.0001459183193464,0.0001055311305108
-0.026157500501767572,0.999931373385066,0.0001055311471292
-0.024768611612444147,1.0001328566390963,0.000105531330566
-0.02337972272357547,1.000033765250659,0.000105531479709
-0.02199083383470679,0.9998468307080062,0.0001055317597673
-0.020601944945838113,0.999852763188232,0.0001055318701271
